5,3457.61,0.00,-38.36
5,3445.72,0.00,0.03
5,3433.82,0.00,0.19
5,3425.89,0.00,0.02
5,3421.92,0.00,-0.00
5,3413.99,0.00,0.18
5,3410.03,0.00,-0.01
5,3406.06,0.00,0.01
5,3402.10,0.00,0.04
5,3398.13,0.00,0.00
5,3398.13,0.00,0.01
5,3394.17,0.00,-0.02
0,3390.20,0.00,0.16
0,3390.20,0.00,-0.01
0,3386.24,0.00,0.00
0,3386.24,0.00,-0.00
1,3390.20,249.38,249.36
1,3394.17,250.00,249.90
1,3394.17,250.00,249.98
1,3394.17,250.00,249.99
1,3394.17,250.00,250.01
1,3394.17,250.00,250.01
1,3394.17,250.00,249.99
1,3394.17,250.00,249.99
1,3394.17,250.00,250.00
1,3394.17,250.00,250.01
1,3394.17,250.00,250.00
1,3394.17,250.00,249.97
1,3394.17,250.00,250.03
1,3394.17,250.00,249.99
1,3394.17,250.00,250.00
1,3394.17,250.00,250.02
1,3390.20,250.00,250.00
1,3394.17,250.00,250.03
1,3390.20,250.00,249.99
1,3390.20,250.00,250.00
1,3390.20,250.00,250.02
1,3390.20,250.00,250.01
1,3390.20,250.00,250.00
1,3390.20,250.00,250.00
1,3390.20,250.00,250.02
1,3390.20,250.00,249.99
1,3390.20,250.00,250.01
1,3390.20,250.00,249.99
1,3390.20,250.00,250.03
1,3390.20,250.00,250.01
1,3390.20,250.00,250.00
1,3390.20,250.00,250.00
1,3390.20,250.00,250.01
1,3390.20,250.00,249.99
1,3390.20,250.00,250.01
1,3390.20,250.00,250.01
1,3390.20,250.00,249.99
1,3390.20,250.00,250.03
1,3390.20,250.00,249.97
1,3390.20,250.00,250.02
1,3390.20,250.00,250.02
1,3390.20,250.00,249.98
1,3390.20,250.00,250.01
1,3390.20,250.00,250.01
1,3386.24,250.00,250.00
1,3390.20,250.00,250.00
1,3390.20,250.00,249.99
1,3390.20,250.00,250.00
1,3390.20,250.00,250.00
1,3390.20,250.00,249.99
1,3390.20,250.00,250.01
1,3390.20,250.00,249.98
1,3386.24,250.00,250.00
1,3390.20,250.00,250.01
1,3390.20,250.00,250.00
1,3386.24,250.00,250.01
1,3390.20,250.00,250.00
1,3390.20,250.00,249.98
1,3390.20,250.00,250.01
1,3386.24,250.00,250.00
1,3390.20,250.00,249.99
1,3390.20,250.00,250.00
1,3390.20,250.00,249.99
