0.0010,0.0457,5.6615,0.8080,3573
0.0020,0.0362,5.7176,0.9900,6934
0.0030,0.0402,5.7256,0.9900,10214
0.0040,0.0392,5.7336,0.9900,13494
0.0050,0.0344,5.7336,0.9900,16774
0.0060,0.0302,5.7176,0.9900,20054
0.0070,0.0308,5.7096,0.9900,23333
0.0080,0.0355,5.6775,0.9900,26613
0.0090,0.0030,0.2883,0.6390,29894
0.0100,0.0012,0.0000,0.0100,33174
0.0110,0.0012,0.0000,0.0100,36454
0.0120,0.0011,0.0000,0.0100,39734
0.0130,0.0014,0.0000,0.0100,43014
0.0140,0.0011,0.0000,0.0100,46294
0.0150,0.0013,0.0000,0.0100,49573
0.0160,0.0013,0.0000,0.0100,52866
0.0170,0.0012,0.0000,0.0100,56145
0.0180,0.0013,0.0000,0.0100,59425
0.0190,0.0012,0.0000,0.0100,62706
0.0200,0.0014,0.0000,0.0100,65986
0.0210,0.0014,0.0000,0.0100,69266
0.0220,0.0016,0.0000,0.0100,72546
0.0230,0.0015,0.0000,0.0100,75826
0.0240,0.0015,0.0000,0.0100,79106
0.0250,0.0014,0.0000,0.0100,82385
0.0260,0.0014,0.0000,0.0100,85665
0.0270,0.0014,0.0000,0.0100,88946
0.0280,0.0013,0.0000,0.0100,92226
0.0290,0.0016,0.0000,0.0100,95506
0.0300,0.0012,0.0000,0.0100,98786
0.0310,0.0016,0.0000,0.0100,102078
0.0320,0.0014,0.0000,0.0100,105358
0.0330,0.0014,0.0000,0.0100,108638
0.0340,0.0015,0.0000,0.0100,111918
0.0350,0.0014,0.0000,0.0100,115197
0.0360,0.0014,0.0000,0.0100,118502
0.0370,0.0017,0.0000,0.0100,121782
0.0380,0.0014,0.0000,0.0100,125062
0.0390,0.0015,0.0000,0.0100,128342
0.0400,0.0013,0.0000,0.0100,131621
0.0410,0.0014,0.0000,0.0100,134901
0.0420,0.0012,0.0000,0.0100,138182
0.0430,0.0011,0.0000,0.0100,141462
0.0440,0.0013,0.0000,0.0100,144742
0.0450,0.0013,0.0000,0.0100,148034
0.0460,0.0017,0.0000,0.0100,151314
0.0470,0.0013,0.0000,0.0100,154594
0.0480,0.0016,0.0000,0.0100,157874
0.0490,0.0015,0.0000,0.0100,161154
0.0500,0.0014,0.0000,0.0100,164433
0.0510,0.0012,0.0000,0.0100,167713
0.0520,0.0012,0.0000,0.0100,170994
