0,-2.97,-2.90,4639.04,7.91,7.91,7.91,0.00
0,-44.01,-54.50,4532.64,7.91,3.95,3.95,3.95
0,-54.71,-54.70,4532.64,3.95,7.91,3.95,3.95
0,-54.71,-54.80,4532.64,15.81,7.91,15.81,7.91
0,-54.72,-54.80,4532.64,7.91,7.91,15.81,11.86
0,-54.73,-55.00,4617.76,7.91,3.95,7.91,11.86
0,-54.73,-54.70,4617.76,7.91,7.91,11.86,15.81
0,-54.73,-54.80,4617.76,7.91,3.95,7.91,7.91
0,-54.72,-54.70,4639.04,3.95,7.91,7.91,3.95
0,-54.73,-54.90,4553.92,11.86,7.91,7.91,7.91
0,-54.73,-54.60,4575.20,7.91,0.00,0.00,3.95
0,-54.74,-54.80,4575.20,3.95,11.86,7.91,0.00
0,-54.73,-54.80,4575.20,7.91,11.86,7.91,3339.92
0,-54.72,-54.70,4553.92,11.86,3351.78,11.86,3343.87
0,-54.73,-54.80,4575.20,3.95,3347.83,7.91,3343.87
0,-54.74,-54.80,4553.92,3.95,3347.83,7.91,3339.92
0,-54.73,-54.70,4553.92,7.91,3351.78,7.91,3343.87
0,-54.73,-54.50,4553.92,3.95,3351.78,3.95,3347.83
0,-54.74,-54.70,4575.20,11.86,3347.83,3343.87,3343.87
0,-54.74,-54.70,4553.92,3.95,3343.87,3339.92,3343.87
0,-54.74,-54.60,4553.92,3355.73,3351.78,3339.92,3343.87
0,-54.73,-54.60,4553.92,3351.78,3343.87,3339.92,3339.92
0,-54.74,-54.80,4553.92,3355.73,3343.87,3343.87,3339.92
0,-54.73,-54.60,4553.92,3355.73,3351.78,3343.87,3339.92
0,-54.74,-54.80,4553.92,3359.68,3347.83,3339.92,3343.87
0,-54.74,-54.90,4553.92,3359.68,3343.87,3347.83,3347.83
0,-54.74,-54.70,4553.92,3355.73,3343.87,3339.92,3343.87
0,-0.46,0.40,574.56,3355.73,3343.87,3339.92,3339.92
0,0.35,0.50,553.28,3355.73,3343.87,3343.87,3343.87
0,0.36,0.50,532.00,3355.73,3343.87,3339.92,3347.83
0,0.35,0.30,510.72,3359.68,3347.83,3339.92,3343.87
0,0.34,0.30,404.32,3355.73,3347.83,3339.92,3347.83
0,0.34,0.40,404.32,3359.68,3347.83,3339.92,3343.87
0,0.35,0.30,404.32,3359.68,3347.83,3343.87,3343.87
0,0.35,0.40,404.32,3355.73,3347.83,3343.87,3347.83
0,0.35,0.30,404.32,3359.68,3351.78,3347.83,3339.92
0,-173.68,-176.90,13193.60,3351.78,3347.83,3347.83,3347.83
0,0.24,0.30,446.88,3339.92,3332.02,3332.02,3335.97
0,0.35,0.40,425.60,3347.83,3339.92,3335.97,3332.02
0,-177.26,-176.40,13151.04,3343.87,3332.02,3328.06,3339.92
0,-175.14,-175.90,13108.48,3332.02,3324.11,3316.21,3328.06
0,-174.93,-175.50,13151.04,3320.16,3320.16,3320.16,3320.16
1,-174.82,-175.30,13406.40,3312.25,3312.25,3312.25,3308.30
1,-175.07,-175.10,13363.84,3308.30,3304.35,3320.16,3312.25
1,-175.49,-174.90,13321.28,3300.40,3300.40,3304.35,3312.25
1,-174.05,-174.70,13321.28,3296.44,3304.35,3304.35,3300.40
1,-175.15,-174.70,13321.28,3300.40,3296.44,3304.35,3300.40
1,-173.89,-174.60,13300.00,3296.44,3296.44,3308.30,3296.44
1,-175.22,-174.50,13300.00,3292.49,3296.44,3308.30,3292.49
1,-174.53,-174.40,13278.72,3296.44,3296.44,3304.35,3296.44
1,-175.22,-174.50,13300.00,3292.49,3300.40,3296.44,3296.44
1,-174.78,-174.60,13300.00,3296.44,3292.49,3296.44,3292.49
1,-175.16,-174.40,13300.00,3288.54,3296.44,3300.40,3296.44
1,-174.77,-174.50,13300.00,3288.54,3296.44,3292.49,3300.40
1,-174.36,-174.50,13214.88,3288.54,3288.54,3304.35,3296.44
1,-175.25,-174.20,13193.60,3292.49,3296.44,3296.44,3292.49
1,-173.87,-174.30,13193.60,3288.54,3296.44,3296.44,3296.44
1,-175.23,-174.40,13065.92,3292.49,3292.49,3296.44,3292.49
1,-175.12,-174.20,13065.92,3284.59,3296.44,3296.44,3296.44
1,-174.33,-174.10,13065.92,3292.49,3296.44,3300.40,3292.49
1,-174.46,-174.30,13065.92,3292.49,3288.54,3296.44,3292.49
1,-174.51,-173.90,13065.92,3284.59,3292.49,3292.49,3292.49
1,-175.12,-174.30,13065.92,3292.49,3288.54,3300.40,3296.44
1,-174.27,-174.40,13065.92,3288.54,3296.44,3292.49,3288.54
1,-175.20,-174.30,13065.92,3284.59,3292.49,3300.40,3296.44
1,-175.12,-174.40,13065.92,3288.54,3292.49,3300.40,3296.44
1,-175.11,-174.40,13065.92,3284.59,3288.54,3300.40,3296.44
1,-173.55,-174.40,13065.92,3284.59,3292.49,3296.44,3296.44
1,-174.99,-174.20,13065.92,3288.54,3296.44,3300.40,3296.44
1,-174.06,-174.20,13065.92,3288.54,3288.54,3292.49,3296.44
1,-175.17,-174.50,13065.92,3288.54,3296.44,3296.44,3296.44
1,-173.78,-174.30,13065.92,3292.49,3288.54,3292.49,3296.44
1,-173.51,-174.40,13065.92,3288.54,3292.49,3292.49,3296.44
1,-173.98,-174.00,13065.92,3288.54,3288.54,3296.44,3296.44
1,-174.59,-174.30,13065.92,3288.54,3288.54,3300.40,3300.40
1,-173.73,-174.40,13065.92,3284.59,3296.44,3300.40,3296.44
1,-173.86,-174.10,13065.92,3288.54,3296.44,3292.49,3292.49
1,-175.16,-174.30,13065.92,3284.59,3296.44,3296.44,3300.40
1,-174.59,-174.40,13065.92,3284.59,3288.54,3292.49,3292.49
1,-174.78,-174.20,13065.92,3288.54,3288.54,3292.49,3296.44
1,-173.80,-174.30,13065.92,3288.54,3292.49,3296.44,3296.44
1,-174.94,-174.20,13065.92,3288.54,3292.49,3296.44,3292.49
1,-174.13,-174.20,13065.92,3292.49,3288.54,3300.40,3288.54
1,-174.19,-174.60,13065.92,3288.54,3292.49,3292.49,3292.49
1,-175.13,-174.30,13065.92,3288.54,3296.44,3292.49,3300.40
1,-174.88,-174.10,13065.92,3284.59,3296.44,3300.40,3292.49
1,-174.44,-174.40,13065.92,3292.49,3292.49,3292.49,3292.49
1,-174.83,-174.40,13065.92,3288.54,3292.49,3292.49,3292.49
1,-174.23,-174.30,13065.92,3292.49,3288.54,3296.44,3296.44
1,-174.43,-174.00,13065.92,3292.49,3292.49,3300.40,3296.44
1,-175.14,-174.50,13065.92,3284.59,3292.49,3300.40,3296.44
1,-173.84,-174.20,13065.92,3288.54,3292.49,3296.44,3292.49
1,-175.14,-174.10,13065.92,3284.59,3292.49,3296.44,3292.49
1,-174.83,-174.20,13065.92,3288.54,3292.49,3304.35,3296.44
1,-175.15,-174.30,13065.92,3284.59,3292.49,3300.40,3296.44
1,-174.87,-174.30,13065.92,3280.63,3296.44,3304.35,3296.44
