5,0.00,-10.31,-0.29,0.30,12234.17,3197.63,3011.86,3090.91,0.00,4600000,0.05
0,0.00,-10.17,0.10,-0.10,12215.63,3197.63,3007.91,3090.91,3023.72,4600000,0.05
0,0.00,-10.17,-0.00,0.00,12197.09,3197.63,3007.91,3090.91,3023.72,4600000,0.05
0,0.00,-10.16,-0.00,0.00,12215.63,3197.63,3007.91,3086.96,3023.72,4600000,0.05
0,0.00,-10.16,-0.00,0.00,12197.09,3197.63,3007.91,3086.96,3023.72,4600000,0.05
1,249.48,249.53,291.48,-864.50,12604.90,3213.44,3039.53,3110.67,3023.72,4600000,0.66
1,249.48,249.49,281.49,-840.90,12623.44,3233.20,3055.34,3126.48,3063.24,4600000,0.66
1,249.48,249.47,274.22,-815.00,12660.51,3241.11,3067.19,3134.39,3079.05,4600000,0.66
1,249.48,249.44,267.66,-802.40,12679.05,3249.01,3075.10,3142.29,3086.96,4600000,0.67
1,249.48,249.49,264.97,-794.20,12716.12,3252.96,3083.00,3146.25,3090.91,4600000,0.67
1,249.48,249.47,270.93,-813.00,12734.66,3252.96,3086.96,3150.20,3094.86,4600000,0.67
1,249.48,249.48,269.47,-806.50,12716.12,3256.92,3090.91,3154.15,3102.77,4600000,0.67
1,249.48,249.50,288.68,-867.60,12753.20,3256.92,3094.86,3158.10,3106.72,4600000,0.66
1,249.48,249.47,283.73,-851.90,12771.73,3260.87,3102.77,3162.06,3110.67,4600000,0.67
1,249.48,249.46,283.13,-851.50,12771.73,3260.87,3102.77,3166.01,3114.62,4600000,0.67
1,249.48,249.49,280.22,-840.70,12771.73,3260.87,3106.72,3169.96,3114.62,4600000,0.67
1,249.48,249.46,275.88,-831.90,12771.73,3260.87,3110.67,3173.91,3118.58,4600000,0.67
1,249.48,249.50,277.72,-833.70,12808.80,3260.87,3114.62,3173.91,3122.53,4600000,0.67
1,249.48,249.52,277.36,-832.20,12808.80,3264.82,3118.58,3177.87,3126.48,4600000,0.67
1,249.48,249.45,242.79,-728.20,12790.27,3264.82,3118.58,3177.87,3126.48,4600000,0.67
1,249.48,249.48,273.41,-821.30,12827.34,3264.82,3122.53,3181.82,3130.43,4600000,0.67
1,249.48,249.49,269.24,-815.30,12827.34,3264.82,3126.48,3185.77,3134.39,4600000,0.67
1,249.48,249.47,268.90,-814.30,12845.88,3264.82,3126.48,3185.77,3134.39,4600000,0.67
1,249.48,249.47,265.71,-805.10,12827.34,3264.82,3130.43,3189.72,3138.34,4600000,0.67
1,249.48,249.48,281.25,-852.40,12845.88,3264.82,3134.39,3189.72,3142.29,4600000,0.67
1,249.48,249.46,263.94,-801.20,12864.42,3264.82,3138.34,3193.68,3142.29,4600000,0.67
1,249.48,249.49,263.08,-793.50,12845.88,3264.82,3138.34,3193.68,3146.25,4600000,0.67
1,249.48,249.49,278.82,-846.70,12864.42,3264.82,3142.29,3197.63,3146.25,4600000,0.67
1,249.48,249.48,259.30,-781.50,12864.42,3264.82,3142.29,3197.63,3150.20,4600000,0.67
1,249.48,249.49,259.05,-780.50,12864.42,3264.82,3146.25,3201.58,3154.15,4600000,0.67
1,249.48,249.45,258.36,-778.60,12882.95,3264.82,3146.25,3201.58,3154.15,4600000,0.67
1,249.48,249.47,257.55,-777.10,12901.49,3264.82,3150.20,3205.53,3158.10,4600000,0.67
1,249.48,249.48,286.39,-870.30,12920.02,3264.82,3154.15,3205.53,3158.10,4600000,0.67
1,249.48,249.49,253.45,-766.60,12882.95,3264.82,3154.15,3209.49,3169.96,4600000,0.67
1,249.48,249.48,285.44,-872.90,12920.02,3264.82,3158.10,3209.49,3162.06,4600000,0.67
1,249.48,249.49,284.14,-867.70,12920.02,3264.82,3158.10,3213.44,3166.01,4600000,0.67
1,249.48,249.49,255.84,-775.00,12920.02,3264.82,3162.06,3213.44,3169.96,4600000,0.67
